City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
274,Stornoway,GB,2022-02-01 03:45:58,58.2093,-6.3865,49.03,85,100,14.0
275,Starobaltachevo,RU,2022-02-01 03:45:58,56.0013,55.9213,27.46,94,100,14.88
276,Asau,RO,2022-02-01 03:45:59,46.4333,26.4,28.76,83,100,3.44
277,Tocopilla,CL,2022-02-01 03:45:59,-22.092,-70.1979,66.97,69,0,0.87
278,Kuleshovka,RU,2022-02-01 03:45:59,47.078,39.5579,32.94,90,40,9.4
279,Bontang,ID,2022-02-01 03:46:00,0.1333,117.5,85.5,63,75,9.37
280,Copiapo,CL,2022-02-01 03:46:00,-27.3667,-70.3333,64.69,70,68,1.97
281,Naryan-Mar,RU,2022-02-01 03:46:00,67.6713,53.087,9.54,96,100,7.94
282,Berlevag,NO,2022-02-01 03:46:00,70.8578,29.0864,21.2,73,39,10.38
283,Parker,US,2022-02-01 03:46:01,32.7668,-97.8003,57.81,88,65,1.99
284,Dubbo,AU,2022-02-01 03:45:33,-32.25,148.6167,86.13,51,75,10.36
285,The Pas,CA,2022-02-01 03:44:45,53.8251,-101.2541,6.82,78,100,18.41
286,Corsicana,US,2022-02-01 03:46:01,32.0954,-96.4689,59.88,88,75,3.0
287,Nantucket,US,2022-02-01 03:46:02,41.2835,-70.0995,30.15,72,0,5.75
288,Vossevangen,NO,2022-02-01 03:46:02,60.623,6.4229,32.61,95,100,3.56
289,Jacareacanga,BR,2022-02-01 03:46:02,-6.2222,-57.7528,72.43,99,93,1.45
290,Puerto Escondido,MX,2022-02-01 03:46:03,15.85,-97.0667,81.43,69,40,12.66
291,Gazanjyk,TM,2022-02-01 03:46:03,39.2446,55.5154,44.13,43,50,1.07
292,Nizhniye Sergi,RU,2022-02-01 03:46:03,56.6614,59.3033,21.67,95,100,7.45
